City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,bac lieu,9.285,105.7244,29.94,71,100,9.29,VN,1689491357
361,abaza,52.655,90.0928,20.0,88,100,1.87,RU,1689491357
362,kargasok,59.0556,80.8572,18.43,65,100,3.57,RU,1689491358
363,la passe,45.5549,-0.8967,19.45,59,56,4.89,FR,1689491358
364,newman,37.3138,-121.0208,28.49,61,44,0.45,US,1689491358
365,calgary,51.0501,-114.0853,17.2,77,100,2.06,CA,1689491142
366,kenora,49.8167,-94.4337,13.21,93,100,1.79,CA,1689491359
367,severo-yeniseyskiy,60.3725,93.0408,11.17,98,100,0.39,RU,1689491359
368,vallenar,-28.5708,-70.7581,13.2,35,58,0.93,CL,1689491359
369,portland,45.5234,-122.6762,23.38,53,0,4.63,US,1689491045
370,bakchar,57.0186,82.0711,22.74,54,100,3.45,RU,1689491360
371,brookings,44.3114,-96.7984,15.19,93,0,1.54,US,1689491273
372,al kharijah,25.4514,30.5464,35.08,10,0,3.17,EG,1689491361
373,siwa oasis,29.2041,25.5195,32.1,33,0,2.3,EG,1689491361
374,mount gambier,-37.8333,140.7667,12.16,68,100,2.91,AU,1689491361
375,timmins,48.4669,-81.3331,16.9,94,100,1.54,CA,1689491185
376,itoman,26.1247,127.6694,31.21,70,75,9.26,JP,1689491362
377,iron river,46.0927,-88.6423,11.97,86,49,1.54,US,1689491362
378,new norfolk,-42.7826,147.0587,13.84,74,100,4.64,AU,1689491362
379,al burayqah,30.4062,19.5739,27.99,65,0,4.1,LY,1689491363
380,avarua,-21.2078,-159.775,23.03,83,75,3.09,CK,1689491363
381,qandala,11.472,49.8728,33.97,47,5,1.51,SO,1689491363
382,micheweni,-4.9667,39.8333,25.77,73,36,6.46,TZ,1689491363
383,smithers,54.7804,-127.1743,12.5,97,5,1.4,CA,1689491364
384,lobujya,27.95,86.8167,7.94,78,100,1.1,NP,1689491364
385,molde,62.7375,7.1591,17.06,77,40,3.09,NO,1689491364
386,yekaterinovka,52.0508,44.3451,19.9,68,100,7.79,RU,1689491364
387,orkney,-26.9802,26.6727,11.93,35,0,0.53,ZA,1689491365
388,buon ma thuot,12.6667,108.05,24.44,90,100,2.15,VN,1689491365
389,susuman,62.7833,148.1667,26.58,35,17,6.28,RU,1689491365
390,san luis de la loma,17.2706,-100.8939,27.03,82,100,1.83,MX,1689491365
391,nizhneudinsk,54.9076,99.0276,29.89,35,100,1.49,RU,1689491366
392,upington,-28.4478,21.2561,10.21,50,0,0.51,ZA,1689491366
393,turkmenbasy,40.0222,52.9552,32.32,34,93,9.62,TM,1689491366
394,paola,39.3599,16.0396,29.98,42,0,0.78,IT,1689491366
395,pontian kechil,1.4866,103.3896,32.45,72,99,1.66,MY,1689491367
396,barcelos,41.5388,-8.6151,16.62,73,0,1.5,PT,1689491367
397,xiaoshi,41.2971,124.1209,22.52,86,63,1.8,CN,1689491368
398,nouadhibou,20.931,-17.0347,19.99,93,6,6.86,MR,1689491368
399,ankazoabo,-22.2833,44.5167,24.03,28,0,2.41,MG,1689491368
400,nueva helvecia,-34.3,-57.2333,5.79,81,2,3.81,UY,1689491368
401,lazaro cardenas,17.9583,-102.2,26.97,89,95,1.8,MX,1689491369
402,shakawe,-18.3667,21.85,15.99,41,0,3.62,BW,1689491369
403,grootfontein,-19.5667,18.1167,12.39,40,0,3.61,NA,1689491369
404,wuwei,37.9281,102.6414,34.3,12,8,5.33,CN,1689491370
405,chernyshevskiy,63.0128,112.4714,15.59,40,100,1.94,RU,1689491370
406,kindu,-2.95,25.95,29.74,50,6,0.32,CD,1689491370
407,skowhegan,44.7651,-69.7192,22.76,99,100,1.17,US,1689491370
408,villanueva,15.3167,-88.0,24.46,94,40,0.0,HN,1689491371
409,knyaze-volkonskoye,48.4642,135.4567,23.19,66,100,4.41,RU,1689491371
410,viedma,-40.8135,-62.9967,4.29,71,6,3.56,AR,1689491371
411,tashtagol,52.7657,87.8894,26.13,34,91,2.69,RU,1689491372
412,jacmel,18.2342,-72.5347,26.68,85,100,1.65,HT,1689491372
413,thunder bay,48.4001,-89.3168,12.95,88,100,2.06,CA,1689491318
414,agat village,13.3886,144.6585,30.06,85,40,6.17,GU,1689491372
415,eilat,29.5581,34.9482,34.55,27,0,3.34,IL,1689491373
416,labasa,-16.4167,179.3833,22.05,90,100,5.08,FJ,1689491373
417,necochea,-38.5473,-58.7368,8.59,65,100,9.08,AR,1689491373
418,libreville,0.3925,9.4537,23.68,81,99,3.03,GA,1689491373
419,holualoa,19.6228,-155.9522,21.91,91,0,2.57,US,1689491374
420,yarmouth,41.7057,-70.2286,25.26,94,40,4.63,US,1689491339
421,ijero-ekiti,7.8139,5.0742,22.03,95,94,2.35,NG,1689491374
422,blairgowrie,56.5916,-3.3405,16.12,92,98,0.89,GB,1689491374
423,wellington,-41.2866,174.7756,14.81,80,100,5.14,NZ,1689491342
424,mead,47.7674,-117.3549,24.89,39,0,2.06,US,1689491375
425,uruzgan,32.8333,66.0,33.74,10,0,3.38,AF,1689491375
426,santa cruz del sur,20.7147,-77.9956,26.01,92,45,5.66,CU,1689491174
427,cape canaveral,28.4058,-80.6048,27.21,88,0,4.12,US,1689491376
428,sao joao da barra,-21.6403,-41.0511,18.71,79,10,4.03,BR,1689491259
429,badulla,6.9895,81.0557,31.18,51,55,0.81,LK,1689491376
430,karasu,41.071,30.7854,24.33,68,0,4.19,TR,1689491376
431,ambon,-3.6954,128.1814,27.08,78,75,3.09,ID,1689491377
432,howrah,22.5892,88.3103,32.0,74,75,4.12,IN,1689491377
433,flekkefjord,58.2971,6.6607,16.64,94,99,5.01,NO,1689491377
434,ormara,25.2088,64.6357,28.6,75,28,7.14,PK,1689491377
435,manokwari,-0.8667,134.0833,25.22,89,100,4.9,ID,1689491378
436,lebu,-37.6167,-73.65,6.98,81,100,5.93,CL,1689491378
437,xiuyan,40.2928,123.2744,24.42,79,29,4.19,CN,1689491378
438,ankang,32.68,109.0172,34.56,42,0,0.83,CN,1689491378
439,lufilufi,-13.8745,-171.5986,23.88,80,100,8.99,WS,1689491379
440,santana,-0.0583,-51.1817,26.1,100,20,2.06,BR,1689491379
441,sao mateus,-18.7161,-39.8589,19.18,81,2,0.94,BR,1689491379
442,cartagena,10.3997,-75.5144,26.65,86,99,2.22,CO,1689491379
443,daru,-9.0763,143.2092,25.8,78,91,5.45,PG,1689491380
444,taro,-8.3862,115.28,24.0,65,57,2.1,ID,1689491380
445,merizo village,13.2658,144.6691,29.85,89,60,6.75,GU,1689491380
446,kulhudhuffushi,6.6221,73.07,28.16,78,100,6.03,MV,1689491380
447,bathsheba,13.2167,-59.5167,27.03,83,87,6.03,BB,1689491381
448,dortmund,51.5167,7.45,20.31,59,40,8.23,DE,1689491234
449,vila velha,-20.3297,-40.2925,18.3,88,75,1.03,BR,1689491381
450,kharp,66.8014,65.8081,21.31,44,10,3.35,RU,1689491381
451,xichang,27.8964,102.2634,30.68,29,13,2.71,CN,1689491382
452,wotho,10.1657,166.0102,28.5,78,71,6.57,MH,1689491382
453,madimba,-10.4,40.3333,26.14,58,4,6.07,TZ,1689491382
454,tindouf,27.6711,-8.1474,30.44,20,3,2.73,DZ,1689491383
455,izluchinsk,60.9794,76.9242,22.79,31,5,7.23,RU,1689491383
456,mostaganem,35.9311,0.0892,26.71,61,31,1.16,DZ,1689491383
457,zuwarah,32.9312,12.082,31.04,33,0,1.25,LY,1689491115
458,rio gallegos,-51.6226,-69.2181,-0.84,80,15,7.56,AR,1689491384
459,mili,6.0815,171.735,28.26,74,100,5.95,MH,1689491384
460,kavieng,-2.5744,150.7967,28.74,73,88,4.16,PG,1689491384
461,ampanihy,-24.7,44.75,22.31,36,0,4.32,MG,1689491384
462,bankim,6.083,11.4905,21.16,94,99,0.44,CM,1689491385
463,kailua-kona,19.6406,-155.9956,23.98,91,0,2.57,US,1689491385
464,vernon,50.2581,-119.2691,23.02,36,21,1.34,CA,1689491385
465,kodinsk,58.6881,99.1844,26.86,49,76,3.5,RU,1689491385
466,johnstown,40.3267,-78.922,21.97,98,86,1.7,US,1689491386
467,cochrane,51.1834,-114.4687,15.82,86,100,0.46,CA,1689491327
468,taft,31.7471,54.2088,35.97,9,0,5.14,IR,1689491237
469,vorkuta,67.5,64.0,20.86,48,17,4.21,RU,1689491386
470,perry,37.2506,-83.1999,24.1,100,48,1.81,US,1689491387
471,san patricio,28.017,-97.5169,28.25,91,37,4.2,US,1689491387
472,baise city,23.8997,106.6133,32.68,57,96,3.03,CN,1689491387
473,chonchi,-42.6128,-73.8092,0.62,94,14,1.53,CL,1689491387
474,akjoujt,19.6969,-14.4164,22.81,88,19,5.56,MR,1689491388
475,aleksandrovsk,59.158,57.5624,23.22,44,20,3.76,RU,1689491388
476,dacula,33.9887,-83.898,25.1,87,0,4.12,US,1689491388
477,grafton,42.207,-71.6856,24.62,93,75,3.6,US,1689491388
478,concordia,-31.393,-58.0209,6.55,97,0,1.91,AR,1689491389
479,miles city,46.4083,-105.8406,17.54,63,100,2.57,US,1689491250
480,arteche,12.2645,125.4048,31.21,63,100,2.55,PH,1689491389
481,nuuk,64.1835,-51.7216,9.34,100,100,1.03,GL,1689491344
482,adiake,5.2863,-3.304,24.44,91,100,2.08,CI,1689491390
483,morehead city,34.7229,-76.726,28.34,87,20,7.72,US,1689491390
484,zheshart,62.0731,49.5733,22.98,39,100,1.38,RU,1689491390
485,san andres,12.5847,-81.7006,28.35,87,100,11.01,CO,1689491390
486,ola,59.5833,151.2833,20.08,79,15,3.43,RU,1689491391
487,virpur,23.1833,73.4833,33.01,53,42,5.12,IN,1689491391
488,greenville,35.6127,-77.3663,26.09,99,100,3.6,US,1689491195
489,bluefields,12.0137,-83.7635,25.42,93,100,5.12,NI,1689491392
490,papao,-17.75,-149.55,23.82,63,0,3.62,PF,1689491392
491,presque isle,46.6811,-68.0159,22.24,79,100,4.12,US,1689491322
492,pacasmayo,-7.4006,-79.5714,21.33,86,93,4.8,PE,1689491392
493,port saint john's,-31.6229,29.5448,18.97,51,1,2.75,ZA,1689491393
494,puqi,29.7167,113.8833,27.99,80,93,2.85,CN,1689491393
495,hasaki,35.7333,140.8333,37.38,73,99,7.28,JP,1689491393
496,saint-paul,-21.0096,55.2707,26.05,92,33,0.89,RE,1689491103
497,aripuana,-9.1667,-60.6333,21.75,70,5,0.71,BR,1689491355
498,puerto deseado,-47.7503,-65.8938,-0.01,73,7,8.75,AR,1689491394
499,gazli,40.1333,63.45,36.51,10,1,5.29,UZ,1689491395
500,longavi,-35.9667,-71.6833,2.9,87,100,1.93,CL,1689491194
501,novobureyskiy,49.798,129.8774,18.7,79,100,1.36,RU,1689491395
502,shangqiu,34.45,115.65,35.74,25,0,4.04,CN,1689491395
503,kerikeri,-35.2268,173.9474,14.39,87,99,3.25,NZ,1689491395
504,coahuayana de hidalgo,18.7,-103.6583,26.14,94,43,1.21,MX,1689491396
505,westport,41.1415,-73.3579,26.63,90,100,4.63,US,1689491396
506,tadine,-21.55,167.8833,21.07,59,13,8.7,NC,1689491396
507,ca mau,9.1769,105.15,29.91,72,100,6.43,VN,1689491397
508,tortoli,39.9256,9.6572,31.09,41,7,1.0,IT,1689491397
509,axim,4.8699,-2.2405,25.27,87,100,3.24,GH,1689491397
510,timimoun,29.2639,0.231,32.97,9,0,5.94,DZ,1689491397
511,tissemsilt,35.6072,1.8108,31.48,11,75,3.5,DZ,1689491398
512,alice springs,-23.7,133.8833,20.75,40,40,6.17,AU,1689491398
513,tangalle,6.024,80.7911,34.09,70,13,6.73,LK,1689491398
514,prestea,5.4327,-2.1428,23.47,96,100,1.69,GH,1689491398
515,imamoglu,37.2651,35.6572,34.84,13,0,3.43,TR,1689491399
516,iyidere,41.0119,40.3619,22.98,71,60,3.68,TR,1689491399
517,tolanaro,-25.0319,46.9987,22.94,52,0,5.72,MG,1689491399
518,ebon,4.582,168.6964,28.46,78,100,5.38,MH,1689491399
519,happy valley-goose bay,53.3168,-60.3315,22.17,78,100,3.09,CA,1689491400
520,waddan,29.1614,16.139,29.02,36,7,3.24,LY,1689491400
521,barah,13.7,30.3667,31.79,43,35,5.79,SD,1689491400
522,laibin,23.7,109.2667,34.84,46,45,7.62,CN,1689491400
523,chos malal,-37.3781,-70.2709,1.62,50,100,0.26,AR,1689491401
524,ceres,37.5949,-120.9577,28.92,60,0,1.54,US,1689491401
525,rio grande,-32.035,-52.0986,9.14,85,0,3.94,BR,1689491401
526,villa san giovanni,38.2276,15.6386,31.67,61,0,4.63,IT,1689491402
527,roma,43.2128,-75.4557,23.74,88,75,3.6,US,1689491402
528,gualan,15.1333,-89.3667,23.61,99,100,0.64,GT,1689491402
529,fortaleza,-3.7227,-38.5247,27.07,78,40,6.17,BR,1689491108
530,vyazemskiy,47.5378,134.7525,18.52,92,100,1.78,RU,1689491403
531,dongsheng,39.8161,109.9776,27.39,19,0,1.94,CN,1689491403
532,ocean shores,46.9737,-124.1563,14.6,96,100,4.12,US,1689491276
533,nakhon phanom,17.3333,104.4167,30.01,71,100,3.29,TH,1689491404
534,cherdyn',60.403,56.4787,22.51,37,16,3.35,RU,1689491404
535,trincomalee,8.5711,81.2335,33.21,58,100,1.07,LK,1689491404
536,skaelskor,55.2506,11.2935,19.99,75,7,9.0,DK,1689491404
537,itambe,-15.245,-40.6244,18.2,97,91,0.76,BR,1689491405
538,vanino,49.0869,140.2543,19.24,60,100,2.13,RU,1689491405
539,daruvar,45.5906,17.225,28.71,55,0,2.41,HR,1689491405
540,fort leonard wood,37.7057,-92.1572,23.07,83,0,1.54,US,1689491405
541,markha,62.1053,129.7269,18.87,39,40,3.13,RU,1689491406
542,callao,-12.0667,-77.15,21.16,73,100,2.57,PE,1689491406
543,nizhniy odes,63.6445,54.856,24.78,33,8,1.21,RU,1689491406
544,marco island,25.9363,-81.7157,28.0,88,0,2.1,US,1689491244
545,gobabis,-22.45,18.9667,13.27,40,0,6.39,NA,1689491407
546,la mira,18.035,-102.3266,26.21,91,95,1.75,MX,1689491407
547,baiquan,47.5833,126.0833,16.82,92,100,5.11,CN,1689491407
548,yanam,16.7333,82.2167,33.16,52,100,5.36,IN,1689491408
549,nikolayevsk-on-amure,53.1406,140.73,23.01,43,100,3.44,RU,1689491408
550,juneau,58.3019,-134.4197,17.0,77,20,0.0,US,1689491408
